Video URL,Title
https://www.youtube.com/watch?v=9cKL4mZzQek,ILHC 2018 - Open Classic Prelims - Alexander Kuznetsov & Olga Moiseeva (Belgium & Russia)
https://www.youtube.com/watch?v=mfSzVBUVTvU,ILHC 2018 - Open Classic Prelims - Ang Brian & Debra Koh (Singapore)
https://www.youtube.com/watch?v=wgzKG9YAW_A,ILHC 2018 - Open Classic Prelims - Cyle Dixon & Alexis Davila (USA)
https://www.youtube.com/watch?v=58u_irY4Htw,ILHC 2018 - Open Classic Prelims - Benoît Mouzin & Hélène Bouthillier Mouzin  (France)
https://www.youtube.com/watch?v=E0DxPETtcG4,ILHC 2018 - Open Classic Prelims - Bernard Cavasa & Lisa Clarke (France)
https://www.youtube.com/watch?v=9V5nLaoTxZ0,ILHC 2018 - Open Classic Prelims - Brandon Barker & Renata Wlaczyga (USA & Brazil)
https://www.youtube.com/watch?v=4UzTQdV8M2M,ILHC 2018 - Open Classic Prelims - Jean Philippe Delort & Margaux Dours (France)
https://www.youtube.com/watch?v=GwALTXo0pII,ILHC 2018 - Open Classic Prelims - Gustav Jakobsson & Laia Puig (Sweden & Spain)
https://www.youtube.com/watch?v=7n-ycwn1x2E,ILHC 2018 - Open Classic Prelims - Jonatan Hedberg & Anna Rio (Sweden & France)
https://www.youtube.com/watch?v=YmQGeQVTipA,ILHC 2018 - Open Classic Prelims - Donghyun Yoo & Yeawon Jung (South Korea)
https://www.youtube.com/watch?v=-NwDvLA__RI,ILHC 2018 - Open Classic Prelims - Joshua McLean & Dee Locke (USA)
https://www.youtube.com/watch?v=JC8ATckUGAo,ILHC 2018 - Open Classic Prelims - Michael Grosser & Ruth Evelyn (USA)
https://www.youtube.com/watch?v=KtMi0vo_uBA,ILHC 2018 - Open Classic Prelims - Nils Andrén & Bianca Locatelli (Sweden)
https://www.youtube.com/watch?v=CaIRqI0Dr34,ILHC 2018 - Open Classic Prelims - Matt Richey & Natalia Eristavi (USA)
https://www.youtube.com/watch?v=AtTf48bTwhI,ILHC 2018 - Open Classic Prelims - Peter Kertz & Elze Visnevskyte (USA & Lithuania)
